CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,SUPERFICIE,LAT,LONG,ANYO,Z_SAT,I_MUN,POBR,FD_1,FD_2,FD_3,FD_4,FD_5,CFD_1,CFD_2,CFD_3,CFD_4,CFD_5,CFD_6,CFD_7,CFD_8,CFD_9,CFD_10,CFD_11,CFD_12,POB_M,POB_H,POB_1,POB_2,POB_3,TESV,ESV,EMI,TEMI,EMP,TEMP,EMM,TEMM,EMG,TEMG,S_AG,S_BA,S_CO,S_HR,S_OR,
16,162,16207,Ñuble,Itata,Treguaco,313,-36.4278,-72.66,2017,0,"5,586,483,721",0.21,"10,499.46","3,606.88",0.94,0.57,"1,238.86", -   ,"1,498.84",16.66,"11,017.91",0.03, -   ,"2,463.44",160.54,147.19,6.42,35.68, -   ,2768,2838,1017,3669,920,132,20,145,32,21,135,4,78,2,265,,,,,,
16,163,16301,Ñuble,Punilla,San_Carlos,877.81,-36.3858,-72.0184,2017,0,"31,347,559,077",0.14,"52,953.21","71,447.86",726.74, -   ,"18,231.31", -   ,"12,992.40",111.03,"105,770.66", -   , -   ,"21,453.92","1,391.65","1,284.73",56.59,298.13, -   ,26835,28443,10718,36711,7849,1811,501,3309,1927,464,4574,40,2103,7,2936,511,4799,2080,519,721,
16,163,16302,Ñuble,Punilla,Coihueco,1771.65,-36.702,-71.5813,2017,0,"13,811,024,344",0.22,"50,349.22","10,217.26","20,659.56",2.29,"30,640.79", -   ,"7,159.46",117.53,"89,852.57",0.13, -   ,"12,593.67",963.87,888.3,27.55,266.04, -   ,13630,14050,5793,18726,3161,954,187,1239,440,242,3057,20,2252,3,3526,,,,,,
16,163,16303,Ñuble,Punilla,Niquen,492.34,-36.302,-71.898,2017,0,"9,899,750,161",0.2,"23,836.15","3,459.04","110,265.41",0.8,"5,293.86", -   ,"5,270.67",75.11,"125,381.98",0.04, -   ,"10,175.31",880.07,784.72,12.42,274.95, -   ,5714,5818,2055,7405,2072,629,63,787,186,42,199,4,84,0,0,,,,,,
16,163,16304,Ñuble,Punilla,San_Fabian,1541.59,-36.58,-71.2875,2017,0,"5,966,223,826",0.14,"7,228.55","6,300.50","101,699.71",0.57,"2,690.71", -   ,"3,933.32",81.84,"104,385.96",0.03, -   ,"7,895.09",738.3,637.32,6.15,242.03, -   ,2225,2288,852,2898,763,358,25,214,70,28,100,6,569,0,0,,,,,,
16,163,16305,Ñuble,Punilla,San_Nicolas,565.94,-36.4794,-72.2282,2017,0,"12,536,534,599",0.14,"20,718.08","13,897.99","796,981.68",0.8,"11,330.49", -   ,"18,836.06",554.25,"773,661.45",0.04, -   ,"39,905.00","4,150.80","3,994.54",15.75,"1,811.15", -   ,5829,6021,2196,7922,1732,682,82,523,217,63,1183,3,548,3,256,,,,,,
13,133,13303,Metropolitana de Santiago,Chacabuco,Tiltil,654.65,-33.0627,-70.876,2017,0,"5,530,030,744",0.07,"5,889.94",733.46,"13,439.24",1.83,2.5, -   ,846.34,10.17,"17,271.39",0.1, -   ,"1,631.82",127.89,133.02,3.06,43.17, -   ,10103,10165,4355,13839,2074,681,165,604,296,200,1607,26,929,4,349,13,1066,347,62,645,
13,133,13301,Metropolitana de Santiago,Chacabuco,Colina,970.86,-33.1344,-70.6158,2017,0,"41,965,687,244",0.06,"45,911.08","5,344.56","6,603.21",5.26,41.29, -   ,"4,601.74",7.83,"43,810.89",0.29, -   ,"8,293.87",542.16,523.19,23.66,101.77, -   ,75904,76836,40560,103308,8872,1272,1514,3731,2476,1242,13231,214,8473,135,22123,178,5066,2104,0,877,
13,133,13302,Metropolitana de Santiago,Chacabuco,Lampa,449.52,-33.2782,-70.8751,2017,0,"25,719,086,930",0.04,"11,036.29","37,376.72","34,210.27",7.44,1.1, -   ,"4,993.18",24.78,"66,874.15",0.41, -   ,"9,272.04",661.67,629.73,22.34,153.51, -   ,53449,54213,28297,73234,6131,2440,932,3294,1548,984,8993,246,8852,172,32404,2,2531,3016,0,7214,
13,131,13125,Metropolitana de Santiago,Santiago,Quilicura,57.32,-33.3556,-70.7352,2017,0,"78,433,963,567",0.06, -   ,"1,519.14",227.14,3.66, -   , -   ,135.32,0.31,"1,333.68",0.2, -   ,245.87,15.65,14.89,0.7,3.33, -   ,109398,112650,50599,159489,11960,3635,1599,5487,3029,1575,13817,397,14609,444,190807,9,7776,2054,0,21695,
13,131,13124,Metropolitana de Santiago,Santiago,Pudahuel,198.57,-33.4243,-70.8548,2017,0,"68,509,251,716",0.08, -   ,25.86,"6,208.07",5.72,6.53, -   ,101.93,5.31,"5,832.69",0.32, -   ,229.6,22.8,36.08,0.01,17.45, -   ,118522,122436,50810,169918,20230,1367,1363,6263,3146,1502,16035,301,16705,276,75579,134,6848,2038,0,46134,
13,131,13103,Metropolitana de Santiago,Santiago,Cerro_Navia,11.05,-33.4222,-70.744,2017,0,"34,961,876,785",0.08, -   ,"14,197.01", -   ,4.35, -   , -   ,"1,247.47",0.47,"10,407.52",0.24, -   ,"2,238.81",143.73,133.82,6.55,22.74, -   ,68900,70704,27524,95031,17049,2655,450,3287,1335,578,4984,37,1690,8,991,41,2892,870,0,8838,
13,131,13128,Metropolitana de Santiago,Santiago,Renca,23.68,-33.4018,-70.7276,2017,0,"41,430,321,607",0.04, -   ,"2,644.07","1,654.54",4.8, -   , -   ,256.65,1.42,"3,496.70",0.26, -   ,473.79,32.58,32.15,1.22,8.63, -   ,76306,78331,33773,105527,15337,3245,740,3884,1900,876,8049,173,7983,141,76556,103,6617,2382,0,5401,
13,131,13126,Metropolitana de Santiago,Santiago,Quinta_Normal,11.8,-33.4276,-70.7011,2017,0,"24,666,990,047",0.04, -   ,571.87, -   ,4.12, -   , -   ,50.53,0.02,419.22,0.23, -   ,93.55,5.79,5.39,0.26,1, -   ,58309,60194,20762,82662,15079,5537,1137,4562,2296,1631,14077,253,9529,94,23312,96,11002,1272,1295,3649,
13,131,13107,Metropolitana de Santiago,Santiago,Huechuraba,44.98,-33.3601,-70.6378,2017,0,"63,219,815,309",0.06, -   ,326.55,"2,832.45",2.52, -   , -   ,91.43,1.89,"2,833.28",0.14, -   ,192.58,17.82,17.46,0.15,6.76, -   ,51136,52826,24247,70105,9610,1130,1756,3080,2006,1185,12823,362,23148,436,277822,42,2903,2005,0,7298,
13,131,13104,Metropolitana de Santiago,Santiago,Conchali,10.94,-33.3835,-70.6766,2017,0,"35,988,351,093",0.07, -   ,"1,359.79", -   ,2.63, -   , -   ,119.64,0.05,996.83,0.14, -   ,216.32,13.77,12.82,0.63,2.22, -   ,65592,67828,24794,90513,18113,572,830,3679,1605,946,7544,147,5904,101,24443,170,6816,2330,0,1981,
13,131,13108,Metropolitana de Santiago,Santiago,Independencia,7.35,-33.4143,-70.665,2017,0,"34,391,815,248",0.09, -   ,"1,627.90", -   ,1.6, -   , -   ,143.12,0.05,"1,193.38",0.09, -   ,257.66,16.48,15.34,0.75,2.63, -   ,51958,53479,17741,76458,11238,7838,867,2920,2874,1209,11653,200,8317,63,20017,112,10927,1485,2752,3370,
13,131,13127,Metropolitana de Santiago,Santiago,Recoleta,15.61,-33.4054,-70.6394,2017,0,"71,411,488,704",0.07, -   ,909.9,33.91,5.03, -   , -   ,80.64,0.06,699.44,0.28, -   ,148.32,9.3,8.73,0.42,1.65, -   ,81659,84004,29944,115170,20549,1974,2330,7264,3483,2809,24311,548,14681,189,38106,94,4270,1688,38,393,
13,131,13132,Metropolitana de Santiago,Santiago,Vitacura,28.59,-33.3792,-70.5729,2017,0,"98,440,517,750",0, -   ,35.52, -   ,1.83, -   , -   ,3.25,0,26.04,0.1, -   ,7.16,0.36,0.33,0.02,0.09, -   ,42760,45956,16370,56972,15374,5518,6418,5820,3797,3493,18137,680,24712,521,130817,,,,,,
13,131,13123,Metropolitana de Santiago,Santiago,Providencia,14.44,-33.4315,-70.612,2017,0,"129,729,897,283",0, -   ,575.75,23.04,0.34, -   , -   ,51.12,0.03,443.14,0.02, -   ,92.08,5.95,5.55,0.27,0.98, -   ,71760,76066,18727,106804,22295,16424,14998,21624,43742,11429,100145,2375,142827,1289,490436,281,2990,3255,2584,3295,
13,131,13114,Metropolitana de Santiago,Santiago,Las_Condes,99.06,-33.4209,-70.5006,2017,0,"265,261,957,852",0, -   ,"3,157.94",0.04,4.58, -   , -   ,277.74,0.1,"2,315.05",0.25, -   ,501.08,31.97,29.77,1.46,5.13, -   ,149137,158571,47813,212755,47140,17026,22963,22876,19276,12063,78461,2859,103131,2691,825214,48,1758,942,0,523,
13,131,13120,Metropolitana de Santiago,Santiago,Nunoa,16.89,-33.4578,-70.5987,2017,0,"52,836,105,284",0.01, -   ,"1,511.22", -   ,3.09, -   , -   ,132.98,0.05,"1,107.85",0.17, -   ,240.56,15.3,14.24,0.7,2.47, -   ,107508,114547,33138,157406,31511,4825,4064,9552,6059,3370,31688,554,40396,199,150430,148,3086,1118,0,673,
13,131,13101,Metropolitana de Santiago,Santiago,Santiago,23.18,-33.4533,-70.6566,2017,0,"307,075,793,345",0.04, -   ,513.08, -   ,11.9, -   , -   ,45.91,0.02,376.13,0.66, -   ,90.94,5.19,4.84,0.24,1.06, -   ,222280,224210,54213,358395,33882,224479,15233,32351,66646,14034,159660,2447,135828,1125,574592,1555,7646,3446,2902,7807,
13,131,13117,Metropolitana de Santiago,Santiago,Lo_Prado,6.54,-33.4468,-70.7229,2017,0,"29,044,973,435",0.06, -   ,27.47, -   ,1.72, -   , -   ,2.53,0,20.13,0.09, -   ,5.79,0.28,0.26,0.01,0.08, -   ,49513,51258,18248,68069,14454,2444,419,2545,1165,416,3356,29,1015,4,452,26,4239,923,0,659,
13,131,13106,Metropolitana de Santiago,Santiago,Estacion_Central,14.37,-33.464,-70.7007,2017,0,"39,908,566,360",0.06, -   ,958.52, -   ,4.23, -   , -   ,84.5,0.03,702.67,0.23, -   ,154.52,9.7,9.03,0.44,1.61, -   ,73471,75259,24971,106906,16853,2569,1084,4510,3225,1358,13927,203,10295,100,47472,25,2934,2036,0,3070,
13,131,13119,Metropolitana de Santiago,Santiago,Maipu,136.8,-33.507,-70.8089,2017,0,"143,056,709,380",0.03, -   ,"2,647.30","1,126.10",10.41, -   , -   ,259.03,0.81,"2,969.23",0.57, -   ,482.86,32.78,30.49,1.22,6.81, -   ,269051,280210,106396,391910,50955,7550,3272,15538,7617,3296,28370,301,16570,127,34792,440,6560,1100,1282,7998,
13,131,13121,Metropolitana de Santiago,Santiago,Pedro_Aguirre_Cerda,8.73,-33.4915,-70.6755,2017,0,"40,870,058,858",0.06, -   ,933.57, -   ,2.4, -   , -   ,82.18,0.03,684.38,0.13, -   ,149.03,9.45,8.8,0.43,1.54, -   ,52321,53936,18952,72344,14961,2947,641,3060,1137,885,6323,120,2587,30,2880,122,5694,1614,0,1399,
13,131,13102,Metropolitana de Santiago,Santiago,Cerrillos,16.82,-33.4995,-70.7124,2017,0,"26,487,578,352",0.06, -   ,"2,025.21",79.11,2.63, -   , -   ,178.67,0.16,"1,561.32",0.14, -   ,322.36,20.6,19.19,0.93,3.57, -   ,41864,43162,17189,58423,9414,1793,577,2397,1290,782,7014,121,4910,108,28170,22,3519,972,0,5107,
13,131,13130,Metropolitana de Santiago,Santiago,San_Miguel,9.63,-33.4991,-70.6515,2017,0,"25,034,635,333",0.05, -   ,877.43, -   ,2.52, -   , -   ,77.26,0.03,643.23,0.14, -   ,140.29,8.88,8.27,0.4,1.45, -   ,55906,58735,19202,81210,14229,2098,1583,4567,4089,1738,22480,277,17679,90,24940,292,10075,2677,2959,3432,
13,131,13129,Metropolitana de Santiago,Santiago,San_Joaquin,9.94,-33.496,-70.6284,2017,0,"26,991,343,290",0.05, -   ,"1,012.08", -   ,1.49, -   , -   ,89.01,0.03,741.93,0.08, -   ,160.61,10.25,9.54,0.47,1.64, -   ,48797,50574,17140,67725,14506,827,876,3124,2698,956,8007,147,7424,77,15557,87,3150,832,0,521,
13,131,13118,Metropolitana de Santiago,Santiago,Macul,12.81,-33.4893,-70.5999,2017,0,"36,087,750,097",0.07, -   ,439.22, -   ,2.75, -   , -   ,38.78,0.01,321.98,0.15, -   ,71.49,4.45,4.14,0.2,0.76, -   ,60223,63197,20698,84973,17749,1434,1175,3561,1717,988,7913,191,8952,138,50850,0,1088,416,0,3542,
13,131,13113,Metropolitana de Santiago,Santiago,La_Reina,23.39,-33.447,-70.5365,2017,0,"29,807,391,206",0.01, -   ,"9,932.73", -   ,2.4, -   , -   ,872.73,0.33,"7,281.47",0.13, -   ,"1,565.80",100.56,93.62,4.58,15.9, -   ,47130,49681,17521,65282,14008,3490,1834,3868,2378,1357,9355,179,9180,51,18053,57,1347,482,0,290,
13,131,13122,Metropolitana de Santiago,Santiago,Penalolen,53.89,-33.4852,-70.525,2017,0,"73,218,341,003",0.04, -   ,"1,277.69",878.82,3.89, -   , -   ,126.9,0.77,"1,757.91",0.21, -   ,236.43,16.23,16.88,0.59,4.48, -   ,124485,129121,51655,176354,25597,2304,1670,6548,3006,1475,13188,104,6258,44,13208,462,5292,3710,694,10432,
13,131,13116,Metropolitana de Santiago,Santiago,Lo_Espejo,8.25,-33.5204,-70.6898,2017,0,"36,338,688,808",0.07, -   ,843.8, -   ,2.06, -   , -   ,74.27,0.03,618.57,0.11, -   ,134.6,8.54,7.95,0.39,1.39, -   ,51157,52297,20324,71053,12077,2487,359,2358,1121,450,3295,62,2565,20,2480,30,4478,2345,0,1872,
13,131,13109,Metropolitana de Santiago,Santiago,La_Cisterna,10.01,-33.5301,-70.6638,2017,0,"27,720,818,835",0.07, -   ,"7,808.27", -   ,2.29, -   , -   ,686.1,0.26,"5,724.08",0.13, -   ,"1,231.25",79.05,73.6,3.6,12.51, -   ,46829,48823,17008,65104,13540,2157,1052,3929,2676,1306,11944,174,8771,44,5252,0,694,191,0,69,
13,131,13111,Metropolitana de Santiago,Santiago,La_Granja,10.05,-33.5355,-70.6225,2017,0,"50,591,045,598",0.05, -   ,30.07, -   ,1.49, -   , -   ,2.75,0,22.04,0.08, -   ,6,0.3,0.28,0.01,0.08, -   ,60321,62197,23636,84343,14539,552,484,3082,1606,668,6810,69,2316,12,2907,149,7806,2066,0,1927,
13,131,13131,Metropolitana de Santiago,Santiago,San_Ramon,6.31,-33.5406,-70.6423,2017,0,"33,124,226,607",0.05, -   ,"2,455.55", -   ,2.75, -   , -   ,215.91,0.08,"1,800.11",0.15, -   ,388.93,24.86,23.15,1.13,3.97, -   ,42821,43949,16598,57714,12458,196,334,2319,5024,468,3692,38,1131,2,100,422,9005,2573,1965,16879,
13,131,13110,Metropolitana de Santiago,Santiago,La_Florida,71.04,-33.5282,-70.5398,2017,0,"97,923,437,264",0.04, -   ,"2,071.17",142.98,7.09, -   , -   ,183.67,0.21,"1,655.55",0.39, -   ,334.84,21.26,20.46,0.96,3.91, -   ,189062,197245,70794,266700,48813,6363,3140,11923,11381,2583,22826,241,11107,97,28401,182,16015,2266,509,2207,
13,131,13105,Metropolitana de Santiago,Santiago,El_Bosque,14.25,-33.5627,-70.6762,2017,0,"61,988,654,066",0.1, -   ,"3,519.34", -   ,4.12, -   , -   ,309.46,0.12,"2,579.95",0.23, -   ,557.58,35.63,33.17,1.62,5.7, -   ,84044,86757,34624,115537,20640,13295,811,4272,2266,823,11778,74,3457,16,6443,33,8381,950,0,4613,
13,131,13112,Metropolitana de Santiago,Santiago,La_Pintana,30.47,-33.5876,-70.6371,2017,0,"58,258,213,315",0.14, -   ,"4,264.63", -   ,6.41, -   , -   ,375.09,0.14,"3,126.30",0.35, -   ,676.87,43.18,40.2,1.97,6.93, -   ,92643,95327,43901,127027,17042,3410,535,3644,2215,830,7020,127,4964,25,3383,75,12283,3146,0,2475,
13,134,13403,Metropolitana de Santiago,Maipo,Calera_Tango,73.22,-33.623,-70.7901,2017,0,"9,318,720,307",0.04,"2,925.68","3,136.01",332.57,2.17,658.35, -   ,540.2,0.92,"5,373.88",0.12, -   ,986.99,69.61,66.83,2.8,13.44, -   ,13225,13479,5585,18633,2486,324,328,1001,580,342,2883,30,1170,19,1879,,,,,,
